title,price,address,item_url,date,Вход,Общая площадь,Этаж,Высота потолков,Отделка,Отопление,Тип сделки,Готовность,Тип здания,Класс здания,Парковка,lat,lon,Отдельный вход,Удалённость от дороги,Мощность электросети,Арендаторы,Количество парковочных мест,Планировка
Свободного назначения,6000000,"ул. Либкнехта, 9Тетюши",https://www.avito.ru/tetyushi/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4837928895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,26 февраля 12:31,с улицы,83.2 м²,1,3 м,чистовая,автономное,продажа,в эксплуатации,жилой дом,,на улице,54.93293381,48.84002686,есть,первая линия,"15 кВт, можно увеличить",,,
"Свободного назначения, 92.2 м²",24199000,"ул. Маршала Чуйкова, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_92.2_m_4625433509?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,26 февраля 10:23,с улицы,92.2 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,бизнес-центр,,"на улице, бесплатная",55.836282,49.102911,есть,первая линия,,помещение сдано,5,
Продажа производственной базы с. Малая Бугульма,1,"Покровская ул., 4Бс. Малая Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/prodazha_proizvodstvennoy_bazy_s._malaya_bugulma_4557460040?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,25 февраля 20:12,,1 м²,1,,,,продажа,в эксплуатации,другой,,,54.517473,52.865405,,,,,,
"Продам торговое помещение, 58.1 м²",3300000,"ул. Вахитова, 14пгт. Нижняя Мактама",https://www.avito.ru/nizhnyaya_maktama/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_58.1_m_4585152594?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,25 февраля 10:45,с улицы,58.1 м²,1,,офисная,,продажа,,жилой дом,,на улице,54.862824,52.420371,есть,,220 кВт,,,
"Свободного назначения, 2180 м²",200000000,"ул. Риза Фахрутдин, 2с. Большая Шильна",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_2180_m_4555048345?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,24 февраля 11:29,с улицы,2180 м²,1,8 м,без отделки,,продажа,в эксплуатации,торговый центр,,"на улице, подходит для грузового транспорта",55.79778671,52.49003601,есть,первая линия,150 кВт,,,
"Габ, помещение с арендаторами, Оренбургский тракт",30000000,"Оренбургский тракт, 138ДКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorami_orenburgskiy_trakt_4786785338?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 15:59,с улицы,116.7 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.72900772,49.18588638,есть,,15 кВт,,,
"Габ, помещение с арендаторами, Мира,4",55000000,"Советский район, посёлок Дербышки, ул. Мира, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorami_mira4_4787020150?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 15:53,с улицы,238.9 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.86723328,49.23215103,,первая линия,,помещение сдано,,
Склад с земельным участком в собственности 2896 м²,8000000,"Промышленная ул., 1Ак2Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/sklad_s_zemelnym_uchastkom_v_sobstvennosti_2896_m_4905455085?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 15:38,с улицы,2896 м²,1,,,нет,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",54.60438729527915,52.47457538949403,есть,,,,,
"Габ, помещение с арендатором, Бигичева,3",28000000,"ул. Хайдара Бигичева, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_bigicheva3_4786462849?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 13:55,с улицы,156.2 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,на улице,55.78329086,49.2225647,,первая линия,,помещение сдано,,
"Габ, помещение с арендаторами, Четаева,62Б",60000000,"ул. Четаева, 62БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorami_chetaeva62b_4786481798?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 10:47,с улицы,551 м²,1,5 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.82201767,49.11340332,есть,,,помещение сдано,,
"Габ, помещение с арендаторами, Амирхана,97",85000000,"ул. Фатыха Амирхана, 97Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorami_amirhana97_4787308330?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 10:33,с улицы,595.4 м²,1,3 м,чистовая,,продажа,в эксплуатации,другой,,на улице,55.84044647,49.13218689,есть,первая линия,,помещение сдано,,
"Габ, помещение с арендаторами, Максимова,31",60000000,"ул. Максимова, 31Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorami_maksimova31_4787161475?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 10:25,с улицы,173.2 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.86161041,49.08768463,есть,первая линия,,помещение сдано,,
"Помещение, 231,9 кв.м, Лениногорск, ул. Тукая, 27",5500000,"ул. Тукая, 27Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/pomeschenie_2319_kv.m_leninogorsk_ul._tukaya_27_4788065682?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,21 февраля 09:20,с улицы,231.9 м²,1,3.9 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",54.599519,52.448129,есть,первая линия,,помещение сдано,,
"Свободного назначения, 300 м²",4500000,"Запрудная ул., 45с. Большое Афанасово",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_300_m_4701512935?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,20 февраля 12:23,с улицы,300 м²,1,3.4 м,без отделки,нет,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.595399,51.757163,,,380 кВт,,,
Первый этаж. Первая линия. Центр Казани,291840000,"Петербургская ул., 37Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervyy_etazh._pervaya_liniya._tsentr_kazani_4668442420?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,20 февраля 09:33,с улицы,486.4 м²,1,3.6 м,чистовая,центральное,продажа,,бизнес-центр,,на улице,55.783514,49.129276,есть,первая линия,"500 кВт, можно увеличить",,,
"Габ, помещение с арендатором, Декабристов,205",300000,"ул. Декабристов, 205Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_dekabristov205_4786600160?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,19 февраля 16:09,с улицы,91.2 м²,1,4 м,чистовая,,продажа,в эксплуатации,другой,,на улице,55.84039688,49.0802269,,первая линия,,,,
"Габ, помещение с арендаторами, Серова,6",60000000,"ул. Серова, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorami_serova6_4786915280?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,19 февраля 16:00,с улицы,310 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.82616043,49.06398773,,первая линия,"150 кВт, можно увеличить",помещение сдано,,
"Габ, помещение с арендатором, Татарстан,7",130000000,"Вахитовский район, ул. Татарстан, 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_tatarstan7_4786809860?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,19 февраля 14:31,с улицы,377.6 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.78042603,49.11392212,есть,первая линия,,помещение сдано,,
"Габ, помещение с арендатором, Декабристов,164",60000000,"ул. Декабристов, 164/91Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_dekabristov164_4754790479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,18 февраля 16:31,с улицы,205.3 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.83654402675977,49.08117964812595,,первая линия,"15 кВт, можно увеличить",,,
Торговая площадь,5400000,"ул. Академика Сахарова, 19АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_4510725895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,18 февраля 15:47,с улицы,18.4 м²,1,2.6 м,чистовая,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.78103256,49.22686768,есть,первая линия,,помещение сдано,3,
Габ - Здание 86.9 м²,22159500,"Ломжинская ул., 22БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_-_zdanie_86.9_m_4609163562?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,18 февраля 11:38,с улицы,86.9 м²,,3.3 м,чистовая,автономное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",55.766638,49.227938,,,30 кВт,,,
Габ - Здание 109 м²,31065000,"Приволжский район, мкр-н Горки-3, Дубравная ул., 49ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_-_zdanie_109_m_4608750605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,18 февраля 11:31,с улицы,109 м²,,3.3 м,чистовая,автономное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",55.738424,49.198797,,,30 кВт,помещение сдано,3,
Возле ТЦ Франт,49950000,"ул. Юлиуса Фучика, 88АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/vozle_tts_frant_4424504760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,17 февраля 20:58,с улицы,703 м²,1,2.7 м,офисная,автономное,продажа,в эксплуатации,административное здание,,"на улице, бесплатная",55.76281357,49.23254776,,первая линия,100 кВт,,7,
Габ 8 лет ТЦ,70000000,"Вахитовский район, ул. Калинина, 62Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_8_let_tts_4772104037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,17 февраля 14:38,с улицы,2100 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,торговый центр,,на улице,55.782967764943066,49.14819947428093,есть,первая линия,150 кВт,помещение сдано,,
"Торговое помещения Первый этаж 52 кв., 10 500 000",10500000,"Петербургская ул., 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomescheniya_pervyy_etazh_52_kv._10_500_000_4718074093?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,16 февраля 21:11,с улицы,52 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,торговый центр,,в здании,55.78527593673073,49.12649109775596,,,5 кВт,,,
"Продам торговое помещение, 7.6 м²",1318100,"Петербургская ул., 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_7.6_m_4754708384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,13 февраля 22:20,с улицы,7.6 м²,,,офисная,,продажа,,торговый центр,,в здании,55.785321,49.126554,,,,,,
"Здание, 7493.6 м²",190000000,"ул. Гиматдинова, 71АНурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/zdanie_7493.6_m_4905792561?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,13 февраля 17:23,с улицы,7493.6 м²,,3.9 м,чистовая,автономное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",54.427782,50.810338,,,481 кВт,помещение сдано,60,
Производственный комплекс 1900 м²,66800000,"ул. Космовского, 33Буинск",https://www.avito.ru/buinsk/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_1900_m_4636720690?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,12 февраля 09:54,с улицы,1900 м²,1,7 м,чистовая,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная",54.96784830672508,48.29514795406976,,,460 кВт,,,
"Склад 19000 кв.м., 6 Га",2500000000,"Тэцевская ул., 1к7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_19000_kv.m._6_ga_4718232442?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,11 февраля 22:00,с улицы,19000 м²,1,10 м,чистовая,автономное,продажа,в эксплуатации,другой,A,"на улице, бесплатная",55.84651566,49.09043121,есть,,"2000 кВт, можно увеличить",помещение сдано,300,
Торговое помещения Первая линия отличный арендный,189733,"1-я Азинская ул., 49Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomescheniya_pervaya_liniya_otlichnyy_arendnyy_4718232999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,11 февраля 20:43,с улицы,448 м²,1,3 м,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.81021383416626,49.20282896356635,,первая линия,150 кВт,помещение сдано,50,
"Помещение Свободного назначения, 16 м²",1790000,"посёлок Сидоровка, 24Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_16_m_4522949519?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,11 февраля 11:01,с улицы,16 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.66740036,52.27971268,есть,первая линия,,,,
Свободного назначения,12500000,"Интернациональная ул., 1Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4806267379?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,10 февраля 20:16,с улицы,110 м²,1,2.5 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.7582640792718,52.00851596503588,есть,первая линия,15 кВт,помещение сдано,5,
Свободного назначения,4400000,"посёлок Сидоровка, 24Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4523237210?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,10 февраля 20:12,с улицы,168 м²,1,3 м,без отделки,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.667467605441146,52.28019213227566,есть,первая линия,,,,
"Продам торговое помещение, 41.2 м²",5900000,"ул. Белоглазова, 119Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_41.2_m_4672259198?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,10 февраля 17:07,с улицы,41.2 м²,1,,без отделки,,продажа,,жилой дом,,нет,54.904411,52.292343,,,,,,
Свободного назначения,11000000,"ул. Чехова, 36Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4424466983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,10 февраля 11:53,с улицы,60 м²,1,3 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",54.90572739,52.30464935,есть,первая линия,15 кВт,помещение сдано,,
"Торговая площадь, 46 м²",15500000,"Спартаковская ул., 2к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_46_m_4579007567?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,10 февраля 11:53,с улицы,46 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,административное здание,,на улице,55.78131724609931,49.12661918252564,есть,первая линия,10 кВт,помещение сдано,,
"Готовый арендный бизнес 10 лет, 450 м²",99900000,"пр-т Ямашева, 54к3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_10_let_450_m_4791831872?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,9 февраля 15:42,с улицы,450 м²,1,,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.827687,49.129204,есть,первая линия,125 кВт,помещение сдано,30,
Свободного назначения,2190000,"Спортивная ул., 10Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4510837842?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,8 февраля 14:34,с улицы,128.8 м²,1,,без отделки,нет,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",54.42520523,50.80488586,есть,первая линия,"380 кВт, можно увеличить",,4,
"Свободного назначения, 146.63 м²",40300839,"ул. Гаврилова, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_146.63_m_4794144438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,7 февраля 13:20,с улицы,146.63 м²,1,4 м,без отделки,центральное,продажа,строится,жилой дом,,"на улице, бесплатная",55.827934,49.163915,есть,,,,,
"Офис, ПСН 1 эт с НДС",58000000,"ул. Павлюхина, 108БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_psn_1_et_s_nds_4763021646?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,7 февраля 09:41,с улицы,290 м²,1,4 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.76908875,49.14146805,,первая линия,50 кВт,помещение сдано,50,
Продается производственно-складское 1311.9 кв.м,59000000,"Приволжский район, жилой массив Отары, Дорожная ул., 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_proizvodstvenno-skladskoe_1311.9_kv.m_4392052563?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,4 февраля 08:28,с улицы,1311.9 м²,1,4 м,чистовая,,продажа,,другой,,на улице,55.72308,49.099371,,,,,,
Продается помещение с арендаторами на Фучика д.72,120000000,"ул. Юлиуса Фучика, 72Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_s_arendatorami_na_fuchika_d.72_4724022967?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVT0FsY1ZEbUk2TXBVQ3dlIjt9xrpTjj8AAAA,3 февраля 18:07,с улицы,324.2 м²,1,3.6 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.755849,49.232358,есть,,50 кВт,помещение сдано,,
Склад,375000,"Магистральная ул., 79Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_4719757066?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,3 февраля 15:00,с улицы,50.1 м²,1,4 м,без отделки,автономное,переуступка права аренды,в эксплуатации,другой,,на улице,55.66509247,52.27186966,есть,,,,,
Свободного назначения,17000000,"3-й комплекс, 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4940415890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,3 февраля 12:30,со двора,170.4 м²,1,3 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.74317169,52.41009521,есть,первая линия,15 кВт,,5,
"Современный склад с окупаемостью 6,5 лет",79000000,"Центральная ул., 1пос. Новониколаевский",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sovremennyy_sklad_s_okupaemostyu_65_let_4945751346?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,2 февраля 00:29,с улицы,1440 м²,1,7.5 м,чистовая,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.900673,48.962603,,,"150 кВт, можно увеличить",помещение сдано,10,
