title,price,address,area,link,date
"Большой пешеходный трафик, 74м центр города",225000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/bolshoy_peshehodnyy_trafik_74m_tsentr_goroda_4327614205?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,16 декабря 2024
"Первая линия в ЖК Острова ул. Тэцевская, д. 4",1500,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_v_zhk_ostrova_ul._tetsevskaya_d._4_4826568179?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,26 февраля 08:23
"Сдам торговое помещение, 150 м²",150000,"Республика Татарстан, Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_150_m_4327591099?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,20 декабря 2024
"Офис, гостиница, медцентр, аптека, салон красоты",282700,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_gostinitsa_medtsentr_apteka_salon_krasoty_7306183414?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,3 дня назад
"Производство, 141 м²",800,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvo_141_m_7291496146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,2 недели назад
Помещение в ТЦ у пятерочки,2000,"Республика Татарстан, Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_v_tts_u_pyaterochki_4030539580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,3 июня 2024
"Офис, 140 м²",1397,"Республика Татарстан, Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_140_m_2416439831?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,17 мая 2022
"Сдам помещение на первой линии, 105,2м²",170000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_pomeschenie_na_pervoy_linii_1052m_7289434369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,1 неделю назад
"Сдам помещение свободного назначения, 107.1 м²",1200,"Удмуртская Республика, Ижевск",0,https://www.avito.ru/izhevsk/kommercheskaya_nedvizhimost/sdam_pomeschenie_svobodnogo_naznacheniya_107.1_m_7289919777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,1 неделю назад
"Сдам помещение на высоком трафике, 28м²",1200,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_pomeschenie_na_vysokom_trafike_28m_7257342753?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,3 недели назад
"Сдам торговое помещение, 47 м²",2000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_47_m_7257238123?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,3 недели назад
"Свободного назначения, 1 эт, 1 линия, отд.вход, 26",30000,"Республика Татарстан, Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1_et_1_liniya_otd.vhod_26_4270361608?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,20 августа 2024
Первая линия Торговое Офис ПСН - 46 м² свой с/у,184000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_torgovoe_ofis_psn_-_46_m_svoy_su_7310821564?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,Вчера
Торговая площадь 44 кв.м,110000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_44_kv.m_4568502552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,13 января 16:03
Помещение с отдельным входом,144000,"Республика Татарстан, Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_s_otdelnym_vhodom_3537197096?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,14 ноября 2023
Помещение свободного назначения 90 кв.м,125000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_90_kv.m_4360215043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,20 января 08:29
Помещение с большой мощностью на Зорге,2000,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_s_bolshoy_moschnostyu_na_zorge_7250541726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,3 недели назад
"Офис, консультация, услуги 34м²",1700,"Республика Татарстан (Татарстан), Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_konsultatsiya_uslugi_34m_7289116057?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,2 недели назад
"Свободного назначения, 49.2 м²",900,"Республика Татарстан (Татарстан), Зеленодольский р-н, Осиновское сельское поселение, с. Осиново",0,https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_49.2_m_4655140046?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,11 февраля 14:49
Сдам помещение в цоколе,60000,"Республика Татарстан, Казань",0,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_pomeschenie_v_tsokole_7257771743?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3MXp3ZXVFR01ZMmFoNTF0Ijt9Cs8i6T8AAAA,2 недели назад
