title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест
Готовый Арендный бизнес 1500 кв.м,157500000,6Зеленодольск,https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_1500_kv.m_7336250988?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,1500 м²,1,офисная,продажа,,другой,в здании,55.841963,48.539945,,150 кВт,,,A,есть,,,
"Габ, продажа помещения с арендаторами, Исаева,18",200000,"Московский район, ул. Исаева, 18Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_prodazha_pomescheniya_s_arendatorami_isaeva18_7346792864?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,209.1 м²,1,чистовая,продажа,,другой,на улице,55.83631134,49.06713867,3.5 м,,,в эксплуатации,,,,первая линия,
"Склад, 1403 м²",25000000,"ул. Карла Маркса, 166ЦЧистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/sklad_1403_m_7332173203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,1403 м²,1,чистовая,продажа,,другой,,55.348846,50.659359,5 м,,,в эксплуатации,,есть,центральное,,
"Готовый арендный бизнес 17,2 м².габ",3784000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_172_m.gab_7373934345?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.858674823550494,48.90703476005053,3.9 м,,,в эксплуатации,,,центральное,первая линия,50
"Габ, помещение с арендатором, 120 кв.м",30000000,"ул. Шамиля Усманова, 47Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_120_kv.m_7365212372?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,120 м²,1,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.742144,52.387034,3.5 м,,,в эксплуатации,,есть,центральное,,
"Габ, помещение с арендатором, 1074 кв.м",95000000,"ул. Шамиля Усманова, 47Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_1074_kv.m_7365661371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,1074 м²,1,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.742144,52.387034,3.5 м,120 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Готовый бизнес, 605.2 м²",121000000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_biznes_605.2_m_7340970953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,605.2 м²,1,офисная,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,3 м,70 кВт,,в эксплуатации,,есть,,,
Продается готовый арендный бизнес - производственная база с земельным участком,65000000,"Казанский пр-т, 248Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_gotovyy_arendnyy_biznes_-_proizvodstvennaya_baza_s_zemelnym_uchastkom_7353022287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,10000 м²,1,чистовая,продажа,,другой,на улице,55.697559,52.373623,,,,,,,,,
Продается готовый арендный бизнес 1 328 м²,75000,"ул. Шамиля Усманова, 122Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_gotovyy_arendnyy_biznes_1_328_m_7353385856?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,1328 м²,1,чистовая,продажа,,административное здание,на улице,55.766081,52.426551,,,,,,,,,
Под разбор под застройку продажа здании металлокон,2450000,"ул. Бахетле, 1с. Сухарево",https://www.avito.ru/kamskie_polyany/kommercheskaya_nedvizhimost/pod_razbor_pod_zastroyku_prodazha_zdanii_metallokon_7331448124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,468 м²,1,без отделки,продажа,,административное здание,нет,55.44004839237453,51.63850374593122,3 м,,,в эксплуатации,,,нет,первая линия,
Торговая площадь,11900000,"пр-т Победы, 78Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7303528714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,55 м²,1,офисная,продажа,помещение сдано,жилой дом,на улице,55.7643630518923,49.22077007537301,3.5 м,"7 кВт, можно увеличить",,в эксплуатации,,,центральное,первая линия,
Свободного назначения,8900000,"ул. Карла Маркса, 92Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7354864846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,170 м²,1,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.36131542855102,50.64692160241836,4 м,"15 кВт, можно увеличить",,строится,,есть,нет,первая линия,20
Свободного назначения,350000,"Кировский район, жилой комплекс Адмиралтейская Слобода, Большая ул., 62Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7336347448?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,646 м²,1,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.79669189,49.06022263,4 м,15 кВт,,строится,,есть,центральное,первая линия,
"Продажа габ, Дементьева,72Б",92000000,"ул. Дементьева, 72БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_dementeva72b_7346196681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,558 м²,1,чистовая,продажа,,другой,на улице,55.86252975,49.10920715,,,,в эксплуатации,,,,первая линия,
Свободного назначения,172000,"Вторая Ударная ул., 4с. Высокая Гора",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7354166534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,52 м²,1,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.87204742,49.30394363,2.8 м,10 кВт,,в эксплуатации,,,центральное,первая линия,15
"Продам складское помещение, 500 м²",8500000,Альметьевск,https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_500_m_7327948961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,500 м²,1,без отделки,продажа,,другой,нет,54.901171,52.29723,,,,,,,,,
Помещение 578 м²с арендатором,123000000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_578_ms_arendatorom_7344357873?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,578 м²,1,офисная,продажа,,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,2.8 м,70 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Продается Габ с арендаторами 17,4",3783000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_gab_s_arendatorami_174_7330557164?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.4 м²,1,чистовая,продажа,помещение сдано,бизнес-центр,"на улице, бесплатная",55.85860825,48.90709686,3 м,10 кВт,,в эксплуатации,,есть,центральное,первая линия,15
Продам помещение в ЖК Весна,10200000,"ул. Азата Аббасова, 19Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_pomeschenie_v_zhk_vesna_7353169808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,34.43 м²,1,без отделки,продажа,,жилой дом,на улице,55.788429,49.252768,,,,,,,,,
Продам помещение в ЖК Весна,19010000,"ул. Азата Аббасова, 19Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_pomeschenie_v_zhk_vesna_7353391477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,75.79 м²,1,без отделки,продажа,,жилой дом,на улице,55.788429,49.252768,,,,,,,,,
Торговая площадь,1285000,"Центральная ул., 9д. Сабакаево",https://www.avito.ru/rybnaya_sloboda/kommercheskaya_nedvizhimost/torgovaya_ploschad_7330135037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,50 м²,1,офисная,продажа,,административное здание,на улице,55.43794948585841,49.907056440228914,3 м,,,в эксплуатации,,,автономное,первая линия,
"Свободного назначения, 17.2 м²",220000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_17.2_m_7354949933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2 м²,1,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.858609,48.907096,4 м,15 кВт,,в эксплуатации,,есть,центральное,первая линия,
Отличная локация для бизнеса,3600000,"Садовая ул., 7с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/otlichnaya_lokatsiya_dlya_biznesa_7316526668?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,20 м²,1,офисная,продажа,,жилой дом,на улице,55.872743,48.878583,2.6 м,380 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Здание 2070,7 кв.м, земельный участок 5623 кв.м",126035000,"ул. Родины, 43Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_20707_kv.m_zemelnyy_uchastok_5623_kv.m_7355261980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,2070.7 м²,,офисная,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.768815,49.211113,3 м,,,в эксплуатации,,есть,центральное,,15
Продается коммерческое помещение,7600000,"ул. Газинура Гафиатуллина, 12Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/prodaetsya_kommercheskoe_pomeschenie_7304508969?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,80.6 м²,1,офисная,продажа,,жилой дом,на улице,54.540414,52.78188,,16 кВт,,,,есть,,,
"Свободного назначения, 123,6 кв.м",10500000,"ул. Ленина, 2ААльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1236_kv.m_7341107125?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,123.6 м²,1,чистовая,продажа,,жилой дом,на улице,54.90432739,52.31695557,,,,в эксплуатации,,есть,центральное,первая линия,
Торговая площадь,8000000,"Большая ул., 7Арск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7354995158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,110 м²,1,чистовая,продажа,,торговый центр,на улице,56.09207783913571,49.88130953533033,2.5 м,10 кВт,,строится,,,,первая линия,
Помещение 146 м²с арендаторами,17000000,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_146_ms_arendatorami_7344579685?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,146 м²,1,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.748772,49.182124,2.8 м,16 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 159.6 м²",18000000,"ул. Побежимова, 46БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_159.6_m_7342958481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,159.6 м²,1,без отделки,продажа,,административное здание,"на улице, бесплатная",55.861459,49.074452,5 м,"40 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10
"Свободного назначения, 134.4 м²",12000000,"ул. Химиков, 35АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_134.4_m_7342170028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,134.4 м²,1,без отделки,продажа,,административное здание,"на улице, бесплатная",55.87038,49.017633,5 м,"40 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10
Продаю габ с Пятерочкой,69000000,"Крымская ул., 2д. Куюки",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodayu_gab_s_pyaterochkoy_7314633900?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,655.94 м²,1,офисная,продажа,помещение сдано,другой,нет,55.718512,49.341359,,,,,,,,,
Габ с сетевым арендатором,24000000,"Советский район, мкр-н Азино-1, ул. Закиева, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_s_setevym_arendatorom_7314805518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,93.7 м²,1,офисная,продажа,помещение сдано,жилой дом,нет,55.777287,49.222395,,,,,,,,,
"Свободного назначения, 50.4 м²",10600000,"ул. Челюскина, 6/9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50.4_m_7352819717?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,50.4 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.85365886921842,49.076054813491844,3.5 м,8 кВт,,в эксплуатации,,есть,центральное,первая линия,
Офис,5900000,"ул. Профессора Камая, 10к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7326201650?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,,29.5 м²,1,офисная,продажа,,жилой дом,на улице,55.74921799,49.18473053,,,кабинетная,в эксплуатации,,,,,
"Свободного назначения, 146.4 м²",29500000,"Советский район, посёлок Дербышки, ул. Мира, 45Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_146.4_m_7352698020?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,146.4 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.860979,49.218443,3.5 м,15 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Продажа габ ""пятёрочка"", 374 кв.м",57000000,"ул. Шамиля Усманова, 111АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_gab_pyaterochka_374_kv.m_7333751868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,374 м²,1,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.76589203,52.42089081,3 м,30 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 242 м²",65000000,"Вахитовский район, ул. Калинина, 60Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_242_m_7329052564?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,242 м²,1,офисная,продажа,,жилой дом,"на улице, бесплатная",55.78238,49.147135,2.8 м,15 кВт,,в эксплуатации,,есть,центральное,первая линия,6
"Торговая площадь, 17.2 м²",3784000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_17.2_m_7345851238?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2 м²,1,чистовая,продажа,,жилой дом,на улице,55.85860825,48.90709686,3.9 м,40 кВт,,в эксплуатации,,,центральное,первая линия,
"Торговая площадь, 100 м²",27000000,"пр-т Победы, 78Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_100_m_7303628395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,100 м²,1,офисная,продажа,,жилой дом,на улице,55.76450095099537,49.22040483459628,,,,в эксплуатации,,есть,,первая линия,
Продажа габ со Сбером,89900000,"Вахитовский район, территория Кремль, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_so_sberom_7339230971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,452.4 м²,1,офисная,продажа,помещение сдано,другой,на улице,55.79905319,49.1061821,3 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,
Продажа габ со Сбером,89900000,"Набережночелнинский пр-т, 70/56Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_gab_so_sberom_7342665819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,452.4 м²,1,офисная,продажа,помещение сдано,другой,на улице,55.71910095,52.37517548,3 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,
Габ в отличной локации,12900000,"ул. Азата Аббасова, 10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_v_otlichnoy_lokatsii_7353589406?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,43.3 м²,1,офисная,продажа,,жилой дом,на улице,55.792351,49.247566,,,,,,,,,
Коммерция габ на первой линии,9950000,"ул. Хусаина Мавлютова, 41Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kommertsiya_gab_na_pervoy_linii_7344324756?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,36 м²,1,офисная,продажа,,жилой дом,в здании,55.745934,49.19179,,30 кВт,,,,есть,,,
Свободного назначения,3000000,"ул. Ленина, 5Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7343351317?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,44 м²,1,офисная,продажа,,жилой дом,на улице,54.85971069,53.08112717,2.2 м,,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 474 м²",3800000,"ул. Вацлава Воровского, 63Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_474_m_7327968187?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,474 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",54.518439,52.779913,4.2 м,80 кВт,,в эксплуатации,,,автономное,вторая линия и дальше,10
"Габ готовый арендный бизнес, отдельный вход",5190000,"ул. Короленко, 81Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_gotovyy_arendnyy_biznes_otdelnyy_vhod_7339247073?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,19.5 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.83660126,49.10087967,,,,в эксплуатации,,есть,центральное,первая линия,
"Магазин,склад, производство, автосервис, фулфилмен",62000000,"Казанская ул., 50с. Гильдеево",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/magazinsklad_proizvodstvo_avtoservis_fulfilmen_7329366141?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,,878 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.7471169403581,49.397434170446544,8.5 м,"150 кВт, можно увеличить",,строится,,есть,центральное,,50
